x,reaction_progress
0.0,0.0
0.002,1.3187113414953778e-09
0.004,3.4283778632406485e-08
0.005,4.832766307214104e-07
0.0055,3.690327585684586e-06
0.006,3.531170414373679e-05
0.00625,0.00015613644930714986
0.006375,0.0004169146835937932
0.0065,0.0012519142098460956
0.0065624999999999,0.0023540152086058224
0.0066249999999999,0.004643399726870076
0.0066874999999999,0.009331455650337115
0.0067187499999999,0.01345551559289398
0.0067499999999999,0.019569333359975537
0.0067812499999999,0.02845998232972609
0.0068124999999999,0.041070015079217106
0.0068437499999999,0.05841964317528035
0.0068593749999999,0.06932510973126385
0.0068749999999999,0.08193013649664198
0.0068906249999999,0.09633907187699287
0.0069062499999999,0.11263024016485246
0.0069218749999999,0.13085426204682735
0.0069374999999999,0.15103450783614147
0.0069531249999999,0.17316911763368256
0.0069687499999999,0.19723353683406558
0.0069843749999999,0.22318215795777285
0.0069999999999999,0.25094760970559726
0.0070156249999999,0.2804367225183237
0.0070312499999999,0.31152336484795257
0.0070468749999999,0.3440400187293225
0.0070624999999999,0.3777827208332177
0.0070703124999999,0.3950181044778004
0.0070781249999999,0.4124529119060096
0.0070859374999999,0.43003958044408774
0.0070937499999999,0.44772605255230713
0.0071015624999999,0.4654591780548315
0.0071093749999999,0.48318290551788035
0.0071171874999999,0.5008419295260524
0.0071249999999999,0.5183800565027696
0.0071406249999999,0.5529448587423336
0.0071562499999999,0.5864344958109724
0.0071718749999999,0.6185151322466539
0.0071874999999999,0.648926955358236
0.0072031249999999,0.6774888251686748
0.0072187499999999,0.7040946546389547
0.0072499999999999,0.7514588429096773
0.0072812499999999,0.7914007510058323
0.0073124999999999,0.8246651525647479
0.00734375,0.8521767339656731
0.007375,0.8748635229109535
0.00740625,0.8935682591939889
0.0074375,0.9090151754088732
0.0075,0.9320186591567957
0.0075625,0.9483113621686611
0.007625,0.9600960488018657
0.00775,0.9745875496874267
0.008,0.9874034983368621
0.0085,0.9951436521687536
0.009,0.997922733711008
0.01,0.9993954438976659
0.012,0.9999014601888947
0.016,1.0
0.02,1.0
