grid,velocity,T,density,Y_O2,Y_H2O,Y_CH4,Y_CO2,Y_N2,X_O2,X_H2O,X_CH4,X_CO2,X_N2,omega_O2,omega_H2O,omega_CH4,omega_CO2,omega_N2,thermal_conductivity,cp
0.00026000000000000003,0.37874614899014725,298.00000011600974,1.1300668158374423,0.22005641387535244,6.884569551189045e-12,0.055165401709438566,7.940457531903753e-12,0.724778184400384,0.1900418091876934,1.0560402818028906e-11,0.09502090459371082,4.985881886430154e-12,0.7149372862030494,-5.124891685799656e-10,5.124891685799656e-10,-2.562445842899828e-10,2.562445842899828e-10,0.0,0.027134553453837175,1076.8577077865784
0.00028000000000000003,0.378746149001489,298.0000001249336,1.1300668158036014,0.22005641387458613,7.315986013823025e-12,0.05516540170924647,8.467412999620121e-12,0.724778184400384,0.1900418091870316,1.1222162655571266e-11,0.09502090459337993,5.3167617772785165e-12,0.7149372862030494,-5.124891690725819e-10,5.124891690725819e-10,-2.5624458453629096e-10,2.5624458453629096e-10,0.0,0.02713455345444149,1076.857707788724
0.00030000000000000003,0.37874614901283077,298.0000001338574,1.130066815769761,0.22005641387381988,7.747402485680604e-12,0.055165401709054374,8.994368477936432e-12,0.724778184400384,0.19004180918636987,1.1883922507261922e-11,0.09502090459304904,5.647641674782674e-12,0.7149372862030494,-5.124891695651952e-10,5.124891695651952e-10,-2.562445847825976e-10,2.562445847825976e-10,0.0,0.027134553455045715,1076.8577077908699
0.00032,0.37874614902417253,298.00000014278123,1.1300668157359204,0.22005641387305358,8.178818967030068e-12,0.05516540170886228,9.521323967365933e-12,0.724778184400384,0.1900418091857081,1.2545682373512402e-11,0.09502090459271817,5.9785215792649e-12,0.7149372862030494,-5.12489170057808e-10,5.12489170057808e-10,-2.56244585028904e-10,2.56244585028904e-10,0.0,0.027134553455650155,1076.8577077930158
0.00034,0.378746149035513,298.000000151705,1.1300668157020797,0.22005641387228733,8.610235458118733e-12,0.05516540170867018,1.0048279468400779e-11,0.724778184400384,0.19004180918504635,1.320744225470207e-11,0.0950209045923873,6.309401491034222e-12,0.7149372862030494,-5.124891705504211e-10,5.124891705504211e-10,-2.5624458527521053e-10,2.5624458527521053e-10,0.0,0.02713455345625436,1076.8577077951618
0.00036,0.37874614904685605,298.0000001606289,1.130066815668239,0.22005641387152103,9.04165195917107e-12,0.055165401708478085,1.0575234981507165e-11,0.724778184400384,0.19004180918438454,1.3869202151175252e-11,0.09502090459205641,6.640281410383369e-12,0.7149372862030494,-5.124891710430375e-10,5.124891710430375e-10,-2.5624458552151875e-10,2.5624458552151875e-10,0.0,0.02713455345685848,1076.8577077973075
0.00038,0.37874614905819776,298.0000001695527,1.1300668156343983,0.22005641387075478,9.473068470387158e-12,0.05516540170828599,1.1102190507120833e-11,0.724778184400384,0.19004180918372282,1.4530962063238848e-11,0.09502090459172553,6.971161337585946e-12,0.7149372862030494,-5.124891715356541e-10,5.124891715356541e-10,-2.5624458576782703e-10,2.5624458576782703e-10,0.0,0.027134553457462986,1076.8577077994532
0.0004,0.37874614906953946,298.0000001784765,1.1300668156005576,0.2200564138699885,9.904484991941345e-12,0.05516540170809389,1.1629146045643048e-11,0.724778184400384,0.19004180918306107,1.5192721991160295e-11,0.09502090459139464,7.302041272893912e-12,0.7149372862030494,-5.124891720282634e-10,5.124891720282634e-10,-2.562445860141317e-10,2.562445860141317e-10,0.0,0.02713455345806742,1076.8577078015994
0.00042,0.3787461490808812,298.00000018740036,1.1300668155667168,0.22005641386922223,1.0335901523981253e-11,0.055165401707901796,1.2156101597437107e-11,0.724778184400384,0.1900418091823993,1.5854481935166037e-11,0.09502090459106376,7.632921216535382e-12,0.7149372862030494,-5.124891725208798e-10,5.124891725208798e-10,-2.562445862604399e-10,2.562445862604399e-10,0.0,0.027134553458671606,1076.8577078037454
0.00044,0.3787461490922242,298.00000019632415,1.1300668155328764,0.22005641386845595,1.0767318066627018e-11,0.0551654017077097,1.268305716282539e-11,0.724778184400384,0.19004180918173752,1.6516241895440354e-11,0.0950209045907329,7.963801168712783e-12,0.7149372862030494,-5.12489173013493e-10,5.12489173013493e-10,-2.562445865067465e-10,2.562445865067465e-10,0.0,0.027134553459275866,1076.857707805891
0.00046,0.37874614910356474,298.00000020524794,1.1300668154990359,0.22005641386768968,1.1198734619970861e-11,0.0551654017075176,1.3210012742087024e-11,0.724778184400384,0.1900418091810758,1.71780018721247e-11,0.09502090459040201,8.294681129601381e-12,0.7149372862030494,-5.124891735061059e-10,5.124891735061059e-10,-2.5624458675305296e-10,2.5624458675305296e-10,0.0,0.027134553459880098,1076.857707808037
0.00048000000000000007,0.3787461491149065,298.0000002141718,1.1300668154651952,0.2200564138669234,1.16301511840769e-11,0.055165401707325507,1.3736968335456165e-11,0.724778184400384,0.19004180918041402,1.7839761865317436e-11,0.09502090459007112,8.625561099348206e-12,0.7149372862030494,-5.124891739987224e-10,5.124891739987224e-10,-2.562445869993612e-10,2.562445869993612e-10,0.0,0.027134553460484694,1076.8577078101828
0.0005,0.37874614912624827,298.0000002230956,1.1300668154313545,0.22005641386615712,1.2061567758981269e-11,0.05516540170713341,1.4263923943120833e-11,0.724778184400384,0.19004180917975225,1.850152187507398e-11,0.09502090458974025,8.956441078071314e-12,0.7149372862030494,-5.124891744913317e-10,5.124891744913317e-10,-2.5624458724566585e-10,2.5624458724566585e-10,0.0,0.027134553461088583,1076.857707812329
0.0005200000000000001,0.3787461491375913,298.00000023201943,1.1300668153975137,0.22005641386539085,1.249298434469245e-11,0.05516540170694132,1.4790879565222382e-11,0.724778184400384,0.19004180917909053,1.916328190140735e-11,0.09502090458940937,9.287321065859465e-12,0.7149372862030494,-5.124891749839483e-10,5.124891749839483e-10,-2.562445874919741e-10,2.562445874919741e-10,0.0,0.027134553461692856,1076.8577078144745
0.00054,0.3787461491489332,298.0000002409432,1.1300668153636733,0.22005641386462457,1.292440094119188e-11,0.055165401706749224,1.5317835201855488e-11,0.724778184400384,0.19004180917842875,1.9825041944289068e-11,0.0950209045890785,9.618201062772107e-12,0.7149372862030494,-5.124891754765613e-10,5.124891754765613e-10,-2.5624458773828065e-10,2.5624458773828065e-10,0.0,0.02713455346229715,1076.8577078166206
0.0005600000000000001,0.378746149160275,298.00000024986707,1.1300668153298326,0.22005641386385827,1.3355817548434734e-11,0.05516540170655713,1.5844790853068693e-11,0.724778184400384,0.19004180917776695,2.048680200365037e-11,0.09502090458874761,9.949081068839718e-12,0.7149372862030494,-5.124891759691778e-10,5.124891759691778e-10,-2.562445879845889e-10,2.562445879845889e-10,0.0,0.027134553462901587,1076.8577078187661
0.00058,0.3787461491716155,298.00000025879086,1.130066815295992,0.220056413863092,1.3787234166350937e-11,0.05516540170636503,1.6371746518865393e-11,0.724778184400384,0.1900418091771052,2.114856207938378e-11,0.09502090458841674,1.0279961084064433e-11,0.7149372862030494,-5.124891764617872e-10,5.124891764617872e-10,-2.562445882308936e-10,2.562445882308936e-10,0.0,0.027134553463505996,1076.8577078209123
0.0006000000000000001,0.37874614918295846,298.0000002677147,1.1300668152621511,0.22005641386232574,1.4218650794846305e-11,0.05516540170617294,1.6898702199205278e-11,0.724778184400384,0.19004180917644348,2.1810322171344814e-11,0.09502090458808586,1.0610841108420938e-11,0.7149372862030494,-5.124891769544037e-10,5.124891769544037e-10,-2.5624458847720186e-10,2.5624458847720186e-10,0.0,0.02713455346411034,1076.857707823058
0.00062,0.37874614919430016,298.0000002766385,1.1300668152283107,0.22005641386155947,1.465006743380385e-11,0.05516540170598084,1.7425657894006116e-11,0.724778184400384,0.1900418091757817,2.247208227935403e-11,0.09502090458775496,1.0941721141857599e-11,0.7149372862030494,-5.124891774470167e-10,5.124891774470167e-10,-2.5624458872350833e-10,2.5624458872350833e-10,0.0,0.02713455346471443,1076.857707825204
0.00064,0.37874614920564065,298.0000002855623,1.1300668151944702,0.22005641386079317,1.5081484083085218e-11,0.05516540170578874,1.7952613603145916e-11,0.724778184400384,0.19004180917511992,2.3133842403199202e-11,0.0950209045874241,1.127260118429782e-11,0.7149372862030494,-5.124891779396297e-10,5.124891779396297e-10,-2.5624458896981485e-10,2.5624458896981485e-10,0.0,0.02713455346531895,1076.8577078273497
0.0006600000000000001,0.3787461492169837,298.00000029448614,1.1300668151606292,0.22005641386002692,1.551290074253219e-11,0.055165401705596646,1.84795693264653e-11,0.724778184400384,0.19004180917445818,2.3795602542637628e-11,0.09502090458709321,1.1603481235641525e-11,0.7149372862030494,-5.124891784322462e-10,5.124891784322462e-10,-2.562445892161231e-10,2.562445892161231e-10,0.0,0.02713455346592322,1076.857707829496
0.00068,0.3787461492283241,298.00000030340993,1.130066815126789,0.2200564138592606,1.594431741196825e-11,0.05516540170540456,1.9006525063770088e-11,0.724778184400384,0.1900418091737964,2.4457362697398554e-11,0.09502090458676234,1.1934361295766785e-11,0.7149372862030494,-5.124891789248558e-10,5.124891789248558e-10,-2.562445894624279e-10,2.562445894624279e-10,0.0,0.027134553466527545,1076.8577078316416
0.0007000000000000001,0.3787461492396659,298.0000003123337,1.1300668150929483,0.22005641385849437,1.6375734091200254e-11,0.055165401705212454,1.9533480814834113e-11,0.724778184400384,0.19004180917313468,2.5119122867185707e-11,0.09502090458643145,1.2265241364531589e-11,0.7149372862030494,-5.124891794174685e-10,5.124891794174685e-10,-2.5624458970873426e-10,2.5624458970873426e-10,0.0,0.027134553467131936,1076.8577078337876
0.00072,0.37874614925100875,298.0000003212576,1.1300668150591076,0.22005641385772806,1.6807150780020067e-11,0.05516540170502036,2.006043657940205e-11,0.724778184400384,0.19004180917247288,2.5780883051679827e-11,0.09502090458610056,1.2596121441775615e-11,0.7149372862030494,-5.12489179910085e-10,5.12489179910085e-10,-2.562445899550425e-10,2.562445899550425e-10,0.0,0.027134553467735873,1076.8577078359333
0.0007400000000000001,0.3787461492623506,298.00000033018136,1.130066815025267,0.2200564138569618,1.7238567478206237e-11,0.05516540170482826,2.058739235719239e-11,0.724778184400384,0.19004180917181115,2.644264325054122e-11,0.09502090458576969,1.2927001527322105e-11,0.7149372862030494,-5.124891804026946e-10,5.124891804026946e-10,-2.562445902013473e-10,2.562445902013473e-10,0.0,0.02713455346834017,1076.8577078380795
0.00076,0.3787461492736923,298.00000033910516,1.1300668149914264,0.22005641385619554,1.7669984185525654e-11,0.055165401704636165,2.1114348147900386e-11,0.724778184400384,0.19004180917114938,2.7104403463412313e-11,0.09502090458543881,1.3257881620979701e-11,0.7149372862030494,-5.124891808953074e-10,5.124891808953074e-10,-2.562445904476537e-10,2.562445904476537e-10,0.0,0.027134553468944573,1076.857707840225
0.0007800000000000001,0.37874614928503403,298.00000034802895,1.1300668149575859,0.22005641385542923,1.810140090173519e-11,0.055165401704444075,2.1641303951201018e-11,0.724778184400384,0.1900418091704876,2.7766163689920174e-11,0.09502090458510794,1.3588761722544322e-11,0.7149372862030494,-5.124891813879205e-10,5.124891813879205e-10,-2.5624459069396024e-10,2.5624459069396024e-10,0.0,0.02713455346954889,1076.8577078423712
0.0008,0.37874614929637457,298.0000003569528,1.130066814923745,0.22005641385466296,1.8532817626583285e-11,0.05516540170425198,2.216825976675189e-11,0.724778184400384,0.19004180916982583,2.8427923929678917e-11,0.09502090458477705,1.3919641831800974e-11,0.7149372862030494,-5.124891818805368e-10,5.124891818805368e-10,-2.562445909402684e-10,2.562445909402684e-10,0.0,0.027134553470153283,1076.8577078445167
0.0008200000000000001,0.3787461493077175,298.0000003658766,1.1300668148899047,0.2200564138538967,1.8964234359811498e-11,0.055165401704059876,2.2695215594196043e-11,0.724778184400384,0.1900418091691641,2.908968418229212e-11,0.09502090458444616,1.4250521948525522e-11,0.7149372862030494,-5.124891823731501e-10,5.124891823731501e-10,-2.5624459118657504e-10,2.5624459118657504e-10,0.0,0.02713455347075728,1076.8577078466628
0.00084,0.37874614931905926,298.0000003748004,1.1300668148560642,0.2200564138531304,1.9395651101155978e-11,0.055165401703867786,2.3222171433164697e-11,0.724778184400384,0.19004180916850233,2.975144444735506e-11,0.0950209045841153,1.4581402072486397e-11,0.7149372862030494,-5.124891828657631e-10,5.124891828657631e-10,-2.5624459143288156e-10,2.5624459143288156e-10,0.0,0.027134553471361622,1076.8577078488088
0.0008600000000000001,0.37874614933040096,298.00000038372417,1.1300668148222235,0.22005641385236416,1.9827067850348896e-11,0.05516540170367569,2.3749127283279858e-11,0.724778184400384,0.19004180916784058,3.04132047244569e-11,0.09502090458378441,1.4912282203446266e-11,0.7149372862030494,-5.124891833583762e-10,5.124891833583762e-10,-2.562445916791881e-10,2.562445916791881e-10,0.0,0.02713455347196629,1076.8577078509545
0.00088,0.3787461493417426,298.00000039264796,1.130066814788383,0.22005641385159785,2.0258484607119767e-11,0.055165401703483594,2.427608314415675e-11,0.724778184400384,0.19004180916717883,3.1074965013182744e-11,0.09502090458345354,1.524316234116352e-11,0.7149372862030494,-5.124891838509856e-10,5.124891838509856e-10,-2.562445919254928e-10,2.562445919254928e-10,0.0,0.0271345534725704,1076.8577078531002
0.0009000000000000001,0.37874614935308437,298.00000040157175,1.1300668147545423,0.2200564138508316,2.068990137119669e-11,0.05516540170329149,2.4803039015406172e-11,0.724778184400384,0.19004180916651708,3.17367253131155e-11,0.09502090458312264,1.5574042485393772e-11,0.7149372862030494,-5.124891843435983e-10,5.124891843435983e-10,-2.5624459217179916e-10,2.5624459217179916e-10,0.0,0.02713455347317483,1076.857707855246
0.00092,0.3787461493644261,298.00000041049555,1.1300668147207018,0.2200564138500653,2.1121318142307554e-11,0.0551654017030994,2.5329994896636634e-11,0.724778184400384,0.19004180916585528,3.23984856238378e-11,0.09502090458279176,1.5904922635891208e-11,0.7149372862030494,-5.124891848362114e-10,5.124891848362114e-10,-2.562445924181057e-10,2.562445924181057e-10,0.0,0.027134553473779098,1076.8577078573921
0.0009400000000000001,0.3787461493757677,298.00000041941934,1.1300668146868615,0.22005641384929905,2.1552734920181098e-11,0.055165401702907305,2.5856950787456335e-11,0.724778184400384,0.19004180916519353,3.3060245944933527e-11,0.09502090458246089,1.6235802792409808e-11,0.7149372862030494,-5.124891853288246e-10,5.124891853288246e-10,-2.562445926644123e-10,2.562445926644123e-10,0.0,0.02713455347438303,1076.8577078595379
0.0009600000000000001,0.3787461493871095,298.0000004283431,1.1300668146530208,0.22005641384853278,2.1984151704547894e-11,0.05516540170271521,2.6383906687475015e-11,0.724778184400384,0.1900418091645318,3.37220062759894e-11,0.09502090458213001,1.6566682954704525e-11,0.7149372862030494,-5.124891858214375e-10,5.124891858214375e-10,-2.5624459291071877e-10,2.5624459291071877e-10,0.0,0.027134553474987624,1076.8577078616838
0.0009800000000000002,0.37874614939845125,298.0000004372669,1.1300668146191803,0.22005641384776647,2.2415568495141267e-11,0.05516540170252311,2.6910862596305577e-11,0.724778184400384,0.19004180916387,3.4383766616596376e-11,0.09502090458179913,1.6897563122532303e-11,0.7149372862030494,-5.12489186314047e-10,5.12489186314047e-10,-2.562445931570235e-10,2.562445931570235e-10,0.0,0.02713455347559212,1076.8577078638298
0.001,0.37874614940979295,298.0000004461907,1.1300668145853396,0.2200564138470002,2.2846985291698107e-11,0.055165401702331016,2.74378185135656e-11,0.724778184400384,0.19004180916320826,3.504552696635085e-11,0.09502090458146825,1.722844329565301e-11,0.7149372862030494,-5.124891868066598e-10,5.124891868066598e-10,-2.562445934033299e-10,2.562445934033299e-10,0.0,0.027134553476196074,1076.8577078659755
0.00102,0.37874614942113616,298.0000004551145,1.1300668145514992,0.22005641384623392,2.32784020939596e-11,0.05516540170213892,2.7964774438878674e-11,0.724778184400384,0.19004180916254648,3.570728732485582e-11,0.09502090458113736,1.7559323473830295e-11,0.7149372862030494,-5.124891872992729e-10,5.124891872992729e-10,-2.5624459364963647e-10,2.5624459364963647e-10,0.0,0.027134553476800324,1076.8577078681215
0.0010400000000000001,0.3787461494324766,298.0000004640383,1.1300668145176587,0.22005641384546767,2.3709818901671874e-11,0.05516540170194683,2.849173037187551e-11,0.724778184400384,0.19004180916188476,3.6369047691721876e-11,0.0950209045808065,1.7890203656832284e-11,0.7149372862030494,-5.124891877918825e-10,5.124891877918825e-10,-2.5624459389594124e-10,2.5624459389594124e-10,0.0,0.027134553477404504,1076.8577078702674
0.0010600000000000002,0.37874614944381946,298.0000004729621,1.1300668144838182,0.22005641384470137,2.414123571458655e-11,0.055165401701754734,2.901868631219501e-11,0.724778184400384,0.19004180916122296,3.703080806656802e-11,0.09502090458047562,1.8221083844432238e-11,0.7149372862030494,-5.124891882844954e-10,5.124891882844954e-10,-2.562445941422477e-10,2.562445941422477e-10,0.0,0.027134553478009187,1076.8577078724131
0.00108,0.3787461494551612,298.0000004818858,1.130066814449978,0.22005641384393512,2.4572652532461273e-11,0.05516540170156264,2.954564225948511e-11,0.724778184400384,0.19004180916056124,3.7692568449022495e-11,0.09502090458014474,1.8551964036409088e-11,0.7149372862030494,-5.12489188777105e-10,5.12489188777105e-10,-2.562445943885525e-10,2.562445943885525e-10,0.0,0.02713455347861333,1076.8577078745593
0.0011,0.3787461494665027,298.0000004908096,1.1300668144161372,0.22005641384316882,2.5004069355060073e-11,0.05516540170137054,3.0072598213403544e-11,0.724778184400384,0.19004180915989946,3.835432883872334e-11,0.09502090457981385,1.888284423254793e-11,0.7149372862030494,-5.124891892697179e-10,5.124891892697179e-10,-2.5624459463485894e-10,2.5624459463485894e-10,0.0,0.027134553479217706,1076.8577078767048
0.0011200000000000001,0.37874614947784324,298.0000004997334,1.1300668143822967,0.22005641384240257,2.5435486182153753e-11,0.055165401701178444,3.0599554173618384e-11,0.724778184400384,0.1900418091592377,3.9016089235318986e-11,0.09502090457948296,1.9213724432640336e-11,0.7149372862030494,-5.12489189762331e-10,5.12489189762331e-10,-2.562445948811655e-10,2.562445948811655e-10,0.0,0.02713455347982174,1076.8577078788505
0.0011400000000000002,0.37874614948918617,298.0000005086572,1.1300668143484562,0.2200564138416363,2.5866903013520134e-11,0.05516540170098635,3.112651013980859e-11,0.724778184400384,0.19004180915857596,3.9677849638468634e-11,0.0950209045791521,1.9544604636484727e-11,0.7149372862030494,-5.124891902549441e-10,5.124891902549441e-10,-2.5624459512747203e-10,2.5624459512747203e-10,0.0,0.02713455348042637,1076.8577078809965
0.00116,0.37874614950052776,298.00000051758093,1.1300668143146158,0.22005641384087002,2.6298319848944314e-11,0.055165401700794245,3.165346611166432e-11,0.724778184400384,0.1900418091579142,4.033961004784263e-11,0.0950209045788212,1.987548484388655e-11,0.7149372862030494,-5.124891907475499e-10,5.124891907475499e-10,-2.5624459537377493e-10,2.5624459537377493e-10,0.0,0.027134553481030655,1076.8577078831427
0.00118,0.37874614951186836,298.0000005265047,1.1300668142807755,0.22005641384010374,2.6729736688218813e-11,0.05516540170060216,3.218042208888729e-11,0.724778184400384,0.19004180915725244,4.1001370463122724e-11,0.09502090457849034,2.0206365054658508e-11,0.7149372862030494,-5.124891912401631e-10,5.124891912401631e-10,-2.5624459562008156e-10,2.5624459562008156e-10,0.0,0.027134553481634766,1076.8577078852884
0.0012000000000000001,0.37874614952321,298.0000005354285,1.1300668142469348,0.22005641383933747,2.7161153531143667e-11,0.05516540170041006,3.270737807119084e-11,0.724778184400384,0.1900418091565907,4.166313088400218e-11,0.09502090457815945,2.053724526862061e-11,0.7149372862030494,-5.124891917327759e-10,5.124891917327759e-10,-2.5624459586638797e-10,2.5624459586638797e-10,0.0,0.02713455348223901,1076.8577078874346
0.0012200000000000002,0.3787461495345528,298.00000054435225,1.1300668142130945,0.2200564138385712,2.759257037752653e-11,0.05516540170021796,3.3234334058300134e-11,0.724778184400384,0.19004180915592891,4.232489131018596e-11,0.09502090457782858,2.0868125485600277e-11,0.7149372862030494,-5.124891922253856e-10,5.124891922253856e-10,-2.562445961126928e-10,2.562445961126928e-10,0.0,0.02713455348284324,1076.8577078895803
0.00124,0.37874614954589464,298.00000055327604,1.130066814179254,0.22005641383780492,2.8023987227182672e-11,0.055165401700025866,3.376129004995208e-11,0.724778184400384,0.19004180915526714,4.29866517413907e-11,0.09502090457749769,2.1199005705432315e-11,0.7149372862030494,-5.124891927179986e-10,5.124891927179986e-10,-2.562445963589993e-10,2.562445963589993e-10,0.0,0.027134553483447815,1076.8577078917262
0.00126,0.3787461495572363,298.0000005621998,1.1300668141454135,0.22005641383703864,2.8455404079934987e-11,0.05516540169983377,3.4288246045895426e-11,0.724778184400384,0.1900418091546054,4.3648412177344725e-11,0.09502090457716682,2.152988592795896e-11,0.7149372862030494,-5.12489193210608e-10,5.12489193210608e-10,-2.56244596605304e-10,2.56244596605304e-10,0.0,0.027134553484052,1076.8577078938717
0.00128,0.378746149568578,298.00000057112356,1.130066814111573,0.22005641383627236,2.88868209356139e-11,0.055165401699641674,3.4815202045890454e-11,0.724778184400384,0.19004180915394364,4.431017261778794e-11,0.09502090457683593,2.1860766153029692e-11,0.7149372862030494,-5.124891937032174e-10,5.124891937032174e-10,-2.562445968516087e-10,2.562445968516087e-10,0.0,0.02713455348465632,1076.8577078960177
0.0013000000000000002,0.37874614957991964,298.0000005800473,1.1300668140777328,0.22005641383550606,2.931823779405732e-11,0.05516540169944958,3.534215804970902e-11,0.724778184400384,0.19004180915328184,4.497193306247169e-11,0.09502090457650504,2.2191646380501256e-11,0.7149372862030494,-5.124891941958306e-10,5.124891941958306e-10,-2.562445970979153e-10,2.562445970979153e-10,0.0,0.027134553485260657,1076.8577078981634
0.0013200000000000002,0.3787461495912613,298.00000058897103,1.1300668140438925,0.2200564138347398,2.974965465511052e-11,0.05516540169925748,3.586911405713419e-11,0.724778184400384,0.19004180915262012,4.5633693511158645e-11,0.09502090457617418,2.252252661023744e-11,0.7149372862030494,-5.124891946884367e-10,5.124891946884367e-10,-2.5624459734421836e-10,2.5624459734421836e-10,0.0,0.027134553485864882,1076.8577079003092
0.00134,0.378746149602603,298.0000005978948,1.1300668140100518,0.2200564138339735,3.018107151862602e-11,0.055165401699065385,3.6396070067960104e-11,0.724778184400384,0.19004180915195834,4.629545396362257e-11,0.09502090457584329,2.2853406842108976e-11,0.7149372862030494,-5.124891951810496e-10,5.124891951810496e-10,-2.562445975905248e-10,2.562445975905248e-10,0.0,0.027134553486469343,1076.8577079024553
